"FMAID","Preferred Label","Parent FMAID"
22889,"Second interspinalis lumborum",22844
228896,"Vasculature of middle phalanx of right ring finger",228850
228898,"Vasculature of middle phalanx of left ring finger",228850
50140,"Branch of right anterior choroidal artery to right optic radiation",50133
74937,"Trunk of posterior interventricular branch of coronary artery",4677
46339,"Belly of left omohyoid",46335
41755,"Compact bone of distal epiphysis of phalanx of little finger",240976
44046,"Articular capsule of ankle joint",34836
26973,"Trabecular bone of central part of body of seventh thoracic vertebra",26147
32782,"Periosteum of distal metaphysis of left femur",32780
59556,"Left nasolacrimal duct",9703
48921,"Muscle fasciculus of first plantar interosseous of foot",85223
65269,"Branch of peripheral nerve",65132
73359,"Right lateral hypothalamic nucleus",62337
87528,"Lumen of subsegmental part of lateral segmental bronchial tree",87484
61468,"Surface proper of right axilla",61467
22190,"Rootlet of eleventh thoracic nerve",14062
86360,"Wall of left cochlear duct",79803
68885,"Trunk of anterior segmental vein",68878
35265,"Synovial fluid of right subdeltoid bursa",35264
84706,"Telocentric centromere",84689
53887,"Muscle fasciculus of left helicis major",53885
31542,"Compact bone of humerus",32674
315429,"Vasculature of periosteum of right lacrimal bone",315427
315427,"Vasculature of periosteum of lacrimal bone",315399
315421,"Vasculature of periosteum of nasal bone",315399
315425,"Vasculature of periosteum of left nasal bone",315421
315423,"Vasculature of periosteum of right nasal bone",315421
83077,"Blood in posterior intercostal artery",83066
83770,"Orbital sulcus",75759
76612,"Inguinal part of deferent duct",19254
80496,"Trunk of dorsal lingual vein",80494
9682,"Anterior cranial fossa",321144
9687,"Right iliac fossa",16917
9680,"Vertebral canal",9647
9685,"Surface of inguinal part of abdomen",61684
9683,"Surface of palm",25264
9688,"Surface of epigastrium",61684
9689,"Serous sac",55672
63586,"Region of gastric gland",86103
29507,"Compact bone of right inferior articular process of eighth thoracic vertebra",26938
62225,"Neck of cone cell",67787
69858,"Trunk of right inferior rectal artery",69857
327039,"Corticothalamic tract",83847
42462,"Right deep transverse metacarpal ligament",42459
33517,"Fifth metacarpal facet of right hamate",33494
54978,"Orifice of pharyngotympanic tube",3724
53856,"Muscle fasciculus of right auricularis anterior",53855
65189,"Belly of humeral head of right flexor carpi ulnaris",38609
82216,"T3 branch to left iliocostalis cervicis",82198
12700,"White communicating ramus of right first lumbar anterior ramus",12697
72133,"Cutaneous branch of medial branch of posterior ramus of right fourth cervical nerve",72090
20376,"Left upper quadrant of abdomen",20373
10486,"Body of left first costal cartilage",10484
34925,"Navicular facet of intermediate cuneiform bone",33579
66264,"Region of internal surface of kidney",66265
53655,"Right palatine bone",52746
39702,"Scaphoid facet of left lunate",39700
61158,"Eminence of left concha",61156
41838,"Bony part of distal epiphysis of distal phalanx of right little finger",41837
64152,"Left quadrangular membrane proper",64150
34730,"Proximal third of calcaneus",82542
78407,"Trunk of cutaneous branch of anterior branch of right obturator nerve",78406
78673,"Trunk of communicating branch of cervical nerve plexus with sympathetic trunk",78665
71201,"Skeleton of left forearm",71199
56332,"Occlusal surface layer of third lower molar tooth",290621
24712,"Surface of third cervical vertebra",24318
72548,"Hilum of dentate nucleus",83871
57327,"Central cavity of molar tooth",57158
33118,"Distal epiphysis of left tibia",33116
19809,"Right mesosalpinx",19808
57695,"Orbital surface of right maxilla",57694
50638,"Medial occipital artery",50586
39562,"Perimysium of first dorsal interosseous of right hand",39561
49855,"Medial branch of left inferior hypophyseal artery",49853
11720,"Communicating branch of tenth intercostal nerve",6068
19216,"Lumen of efferent ductule of testis",19869
29485,"Compact bone of right superior articular process of seventh thoracic vertebra",26925
14120,"Trunk of subsegmental tributary of pulmonary vein",24551
74229,"Longitudinal muscle layer of ileocecal valve",17358
80169,"Communicating branch between right accessory obturator nerve with anterior branch of right obturator nerve",80168
44622,"Right medial meniscus",44620
72827,"Left caudate nucleus",61833
32862,"Medial condyle of right femur",32858
19238,"Adventitia of deferent duct",85422
25200,"Scapular part of pectoral girdle",23220
30875,"Anterior surface of left lamina of first lumbar vertebra",30869
308758,"Lateral pectoral nerve nucleus of right ventral column",308756
308754,"Lateral pectoral nerve nucleus of left dorsal column",308750
308756,"Lateral pectoral nerve nucleus of ventral column",308748
308752,"Lateral pectoral nerve nucleus of right dorsal column",308750
308750,"Lateral pectoral nerve nucleus of dorsal column",308748
12687,"Mixed communicating ramus of lumbar anterior ramus",6970
51699,"Bone of cuboid bone",231887
57363,"Cavity of crown of left upper third molar tooth",57361
33820,"Distal epiphysis of metatarsal bone",32822
40813,"Perimysium of left extensor pollicis brevis",40808
55789,"Enamel of left lower lateral secondary incisor tooth",55775
16787,"Ascending branch of meningeal branch of third sacral nerve",16767
72675,"Right superior occipital gyrus",61901
82315,"T5 branch to right splenius cervicis",82292
34008,"Compact bone of distal epiphysis of right fibula",34007
85168,"Space of posterior compartment of left forearm",85166
56540,"Root of right lower central incisor tooth",56539
19446,"Right seminal vesicle proper",19445
21701,"Mucosa of posterior superior minor calyx",21697
40161,"Bone of proximal part of left scaphoid",40157
17206,"Internal surface of anterior wall of descending part of duodenum",20026
68284,"Lymph node of lower lobe of right lung",68283
74830,"Subdivision of back of thorax",259104
18168,"Posterior surface of upper lobe of right lung",26296
14100,"Anterior margin of lobe of lung",31000
52255,"Posterior vestibular branch of right vestibulocochlear artery",52253
71064,"Inferior temporal gyrus, posterior division (T3p)",71014
48630,"Epimysium of lumbar intertransversarius",48627
72880,"Lateral part of right basal amygdaloid nucleus",68857
14740,"Right third lumbar artery",14899
39242,"Muscle fasciculus of right flexor digitorum superficialis",39241
40739,"Epimysium of right extensor digitorum",40732
50279,"Superficial fascia of right hip",50278
38936,"Epimysium of levator ani",21552
14168,"Lumen of pulmonary vein",14164
85623,"Wall of trunk of brachiocephalic artery",86919
56023,"Crown pulp of right third upper molar tooth",56019
27904,"Articular cartilage of left superior articular process of ninth thoracic vertebra",26819
86806,"Vasculature of forearm",86805
70551,"Corneal epithelial cell",70556
12278,"Hormone",63887
62964,"Ingested food",274321
309008,"Musculocutaneous nerve component of anterior root of right seventh cervical nerve",309006
30900,"Oblique fissural margin of mediastinal surface of middle lobe of lung",30696
309006,"Musculocutaneous nerve component of anterior root of seventh cervical nerve",305321
309001,"Musculocutaneous nerve component of posterior root of left sixth cervical nerve",308997
51614,"Bony part of neck of femur",51613
10164,"Capsule of right second costotransverse joint",10157
40747,"Epimysium of extensor digiti minimi",40746
85643,"Wall of trunk of posterior intercostal artery",86919
78657,"Deep medial branch of cervical nerve plexus",55181
72946,"Lateral medullary lamina of left globus pallidus",62469
43723,"Medial lip of linea aspera of left femur",43719
20883,"Bulbo-urethral part of left penile bulb artery",20880
20287,"Dorsal surface of corpus cavernosum of penis",20286
80538,"Trunk of left buccal nerve",80536
35518,"Subtendinous bursa of infraspinatus muscle",32427
44693,"Branch of sural nerve",44686
77348,"Trunk of third perforating femoral artery",77345
43821,"Medial surface of distal epiphysis of tibia",37122
18350,"External longitudinal muscle layer of infundibulum of uterine tube",18332
56729,"Mesiolingual root of tooth",327191
79121,"Superficial fascia of little finger",79108
73089,"Principal part of left ventral posteromedial nucleus",62208
37670,"Biceps brachii",37711
30225,"Bony part of inferior articular process of lumbar vertebra",30148
302255,"Surface of right eleventh rib",302253
302259,"Surface of twelfth rib",66078
302251,"Surface of left tenth rib",302247
302253,"Surface of eleventh rib",66078
302257,"Surface of left eleventh rib",302253
80681,"Trunk of cardiac branch of vagus nerve",80593
82156,"Muscular branch of lateral branch of posterior ramus of seventh cervical nerve",82106
11438,"Descending branch of meningeal branch of first thoracic nerve",6043
53016,"Left spheno-ethmoidal suture",52943
326543,"Anteromedial part of knee",74846
10103,"Right first costochondral joint",10102
36226,"Trabecular bone of first metacarpal bone",34401
84504,"Parenchyma of anterior part of anterior bronchopulmonary subsegment",84501
49534,"First part of left lingual artery",49530
59786,"Right buccal mucosa",59785
33225,"Trabecular bone of distal epiphysis of right humerus",33224
71186,"C8 segment",256653
69666,"Lateral part of trunk of plantar digital artery",69649
328777,"Posteromedial part of left side of middle part of peripheral zone of prostate",328806
28072,"Fibrous membrane of articular capsule of T6-T7 vertebral arch joint",28002
74527,"Horizontal",23133
81388,"Nerve to first external intercostal muscle",11208
25250,"Surface of left hip",25248
52536,"T9 segment of esophagus",52525
12933,"Anterior root of left fifth thoracic nerve",12900
327491,"Interlobar cerebral sulcus",75759
10221,"Superior costotransverse ligament of fifth costotransverse joint",8958
24956,"Ligamentum flavum of C4-C5 vertebrae",24951
12596,"Medullary tributary of second posterior intercostal vein",4868
66066,"Surface of diaphysis of right humerus",31569
25542,"Medial surface of right great toe",25517
39154,"Perimysium of left flexor digitorum profundus",39152
327225,"Sagittal region of epidural space",321643
69974,"Trunk of perirectal part of inferior gluteal artery",69973
81606,"Right fourth interspinalis cervicis",81597
322026,"Lamina dura of left second upper premolar tooth socket",322022
322023,"Lamina dura of left first upper molar tooth socket",322022
32202,"Left posterolateral part of body of first lumbar vertebra",32196
322020,"Lamina dura of tooth socket",67536
322022,"Lamina dura of maxillary tooth socket",322020
322025,"Lamina dura of left second upper molar tooth socket",322022
322024,"Lamina dura of left first upper premolar tooth socket",322022
322028,"Lamina dura of left upper canine tooth socket",322022
322021,"Lamina dura of mandibular tooth socket",322020
322027,"Lamina dura of left third upper molar tooth socket",322022
322029,"Lamina dura of left upper central incisor tooth socket",322022
44020,"Medial part of plantar digital artery of fourth toe",43985
23680,"Posterior surface of olecranon",66166
236807,"Cutaneous lymphatic tree of nipple",236513
236803,"Lymphatic tree of right breast proper",236801
236809,"Cutaneous lymphatic tree of areola",236513
236805,"Lymphatic tree of left breast proper",236801
236801,"Lymphatic tree of breast proper",236348
10928,"Lateral tributary of dorsal tributary of left ninth posterior intercostal vein",12668
75982,"Trunk of recurrent branch of ophthalmic artery",75916
16561,"Gynecoid pelvis",80163
65587,"Nerve to right superior oblique",65586
69431,"Trunk of right lateral inferior genicular artery",69430
18922,"Vaginal tributary of right uterine vein",18921
10596,"Costal branch of left third posterior intercostal artery",12442
55649,"Distal surface layer of tooth",65522
65642,"Meningeal branch of right second cervical nerve",65641
66793,"Thyroid gland proper",49176
87133,"Vasculature of left dorsal lobe of prostate",87131
38916,"Synovial fluid of left elbow joint",38914
77250,"Set of intercrural fibers of superficial inguinal ring",78561
86848,"Neural network of head",74617
34875,"Synovial cavity of acromioclavicular joint",11356
71476,"Set of precuneal branches of pericallosal artery",63812
83568,"Longitudinal muscle layer of zone of stomach",85411
62886,"Compound acinar gland",67745
64917,"Hypothenar muscle",42380
44132,"Synovial fluid of left knee joint",43621
53701,"Epimysium of left levator anguli oris",53699
84899,"Serous pericardium of right superior pulmonary vein",84898
72775,"Posterior part of left middle frontal gyrus",70688
17580,"Peritoneum of pancreas",85423
33642,"Right shoulder",25202
62184,"Ventral anterior nucleus",83840
44904,"Lateral proper palmar digital branch of ulnar nerve to right little finger",44903
17600,"Lumen of pancreatic duct",12237
53497,"Nerve to left stylopharyngeus",53487
13789,"Cavity of joint of head of seventh rib",10444
276699,"Supracalcarine cortex",276694
27669,"Synovial membrane of articular capsule of C5-C6 vertebral arch joint",27633
276690,"Brodmann area 6 of ventral part of left precentral gyrus",276684
276696,"Intracalcarine cortex",276694
276694,"Region of cortex of occipital lobe",242193
71341,"Set of sesamoid bones of foot",24171
77253,"Puboprostaticus",77214
81777,"Nerve to left third thoracic rotator",81763
75668,"Right osseous cochlear canal",75666
86920,"Wall of trunk of subclavian artery",86919
46281,"Inferior oblique part of longus colli",46279
51473,"Trabecular bone of right calcaneus",51472
327522,"Neuropore",296757
25163,"Articular cartilage of left inferior articular process of axis",29885
38974,"Epimysium of latissimus dorsi",38747
20543,"Labium majus branch of right ilioinguinal nerve",20542
29284,"Articular cartilage of right articular process of fifth thoracic vertebra",26803
292842,"Trunk of dorsal branch of left ulnar nerve",292838
292846,"Trunk of articular branch of ulnar nerve to right elbow joint",292844
292848,"Trunk of articular branch of ulnar nerve to left elbow joint",292844
292844,"Trunk of articular branch of ulnar nerve to elbow joint",292836
292840,"Trunk of dorsal branch of right ulnar nerve",292838
10725,"Pleural tributary of right third posterior intercostal vein",12640
58479,"Region of ciliary body",225818
84172,"Small neuron",29733
55165,"Trunk of lateral supraclavicular nerve",55162
24340,"Periosteum of body of vertebra",24335
68976,"Superior ramus of left anterior segmental vein",68974
328092,"Subdivision of fetal skull",321634
75673,"Zone of osseous spiral lamina of cochlea",77709
40746,"Fascia of extensor digiti minimi",42164
46540,"Bony part of left pubis",42844
329232,"Virchow line",284741
49467,"Left anterior superior iliac spine (volume)",49465
76601,"Set of pleural recesses",71919
41391,"Periosteum of distal epiphysis of middle phalanx of middle finger",41385
17121,"Subserosa of horizontal part of duodenum",85415
20581,"Nerve to iliacus",52189
59862,"Portion of saliva",280562
25172,"Periosteum of right posterolateral part of body of axis",25171
48195,"Epimysium of gemellus superior",48192
59830,"Upper lip proper",286123
86160,"Ascending branch of right superficial cervical artery",77440
61261,"Left cochlear labyrinth",61259
273316,"Brodmann area 19 of right inferior occipital gyrus",273314
273312,"Brodmann area 10 of left medial frontal gyrus",273308
273318,"Brodmann area 19 of left inferior occipital gyrus",273314
273314,"Brodmann area 19 of inferior occipital gyrus",271245
273310,"Brodmann area 10 of right medial frontal gyrus",273308
44460,"Fourth plantar intermetatarsal ligament",44427
67105,"Symmetrical synapse",67125
74292,"Lumen of anterior segmental bronchus",62593
60236,"Intermediate layer of nail of left fourth toe",60230
55392,"Right cuneiform tubercle",55391
28965,"Periosteum of sacrum",24041
289655,"Zone of zygomatic bone",24011
289653,"Zone of talus",24008
68359,"Superior ramus of inferior lingular bronchus",68358
37647,"Distal epiphysis of distal phalanx of left ring finger",37645
34374,"Periosteum of diaphysis of left radius",34372
75279,"Right gastric lymph node group",75276
64756,"Synovial membrane of articular capsule of distal interphalangeal joint of right little toe",64755
234729,"Right prevertebral lymphatic vessel",234723
234727,"Left posterior mediastinal lymphatic vessel",14215
234721,"Left prepericardial lymphatic vessel",234717
234725,"Right posterior mediastinal lymphatic vessel",14215
234723,"Prevertebral lymphatic vessel",14215
45055,"Lateral subtendinous bursa of right gastrocnemius",45054
84394,"Set of cholinergic cells of globus pallidus [Ch2]",84408
37671,"Right biceps brachii",37670
16649,"Lateral external iliac lymph node",16646
83409,"Type F enteroendocrine cell",62930
77696,"Sinus tympani",24034
15145,"Medial branch of dorsal branch of right first lumbar artery",15139
46711,"Right superior longitudinal muscle of tongue",46693
40892,"Fibrous membrane of synovial tendon sheath of extensor carpi radiales",40877
329140,"Pelvic girdle region of left hip",329138
82224,"T2 branch to iliocostalis thoracis",11274
29546,"Trabecular bone of left transverse process of eleventh thoracic vertebra",29541
295462,"Upper zone of left subscapularis",295450
295466,"Lower zone of right subscapularis",295454
36234,"Compact bone of diaphysis proper of first metacarpal bone",34409
38332,"Skin of dorsal part of left ring finger",38330
7653,"Trunk of left fourth thoracic nerve",7019
7657,"Trunk of left sixth thoracic nerve",7021
7658,"Trunk of seventh thoracic nerve",6988
7652,"Trunk of right fourth thoracic nerve",7019
7650,"Trunk of right third thoracic nerve",7018
7656,"Trunk of right sixth thoracic nerve",7021
7654,"Trunk of right fifth thoracic nerve",7020
7655,"Trunk of left fifth thoracic nerve",7020
7659,"Trunk of eighth thoracic nerve",6988
7651,"Trunk of left third thoracic nerve",7018
33244,"Bony part of epiphysis of right humerus",33243
27901,"Articular cartilage of right superior articular process of eighth thoracic vertebra",26818
54105,"Epimysium of right inferior rectus",54104
230400,"Bony part of distal phalanx of fourth toe",83271
23040,"Dorsal digital vein of right middle finger",23033
230402,"Bony part of distal phalanx of little toe",83274
230408,"Bony part of middle phalanx of right fourth toe",83273
230406,"Bony part of proximal phalanx of left fourth toe",83272
230404,"Bony part of proximal phalanx of right fourth toe",83272
71526,"Set of spinal branches of ascending cervical artery",63812
82014,"T6 branch to left spinalis thoracis",82001
67449,"Minus end of microtubule",72163
33986,"Compact bone of diaphysis of fibula",32678
52075,"Deep lymphatic vessel of right hand",52074
55464,"Right petrotympanic fissure",55463
73607,"Left uncinate fasciculus of pons",72490
83357,"Somatotropin-releasing factor",83347
53374,"Nerve to left depressor septi nasi",53370
14462,"Organ region cluster",64990
20769,"Labial branch of superficial external pudendal artery",20766
28241,"Left lateral surface of body of eleventh thoracic vertebra",10063
282413,"Lamina of Brodmann area 45",282301
282417,"Lamina of Brodmann area 47",282301
282411,"Lamina of Brodmann area 44",282301
282419,"Lamina of Brodmann area 48",282301
282415,"Lamina of Brodmann area 46",282301
34895,"Navicular facet of right medial cuneiform bone",34847
16626,"Pancreatic lymph node",16629
67880,"Alpha actinin",67132
39121,"Perimysium of flexor carpi radialis",38581
17089,"Surface of fundus of stomach",17088
27246,"Surface of left lamina of seventh cervical vertebra",27240
272467,"Gray matter of lobule of cerebral hemisphere",67242
272462,"Gray matter of isthmus of right cingulate gyrus",272460
272460,"Gray matter of isthmus of cingulate gyrus",264270
272464,"Gray matter of isthmus of left cingulate gyrus",272460
272469,"Gray matter of inferior parietal lobule",272467
59997,"Lumen of right major sublingual duct",59993
75201,"Set of corticobulbar fibers",75188
77142,"Median artery",22809
327229,"Temporal region of subarachnoid space",322073
32525,"Rectus capitis posterior major",326824
11739,"Medial branch of posterior ramus of left ninth thoracic nerve",11732
62297,"Triplet microtubule of kinetosome of cilium",62296
57254,"Chamber of right lower canine tooth",57235
24999,"Left metatarsus",24997
70763,"Left set of lower limb hairs",70761
52267,"Pleura of costal surface of superior lingular bronchopulmonary segment",21454
56732,"Layer of tympanic membrane",75445
15261,"Posterior radicular branch of spinal branch of fourth lumbar artery",15251
44288,"Left lateral talocalcaneal ligament",44284
35804,"Compact bone of right third metatarsal bone",35803
326790,"Buccoincisolingual surface of tooth",55642
70396,"Acromial part of suprascapular artery",70389
10746,"Fourth thoracic basivertebral vein",4871
37747,"Skin of pectoral girdle",37753
75605,"Epithelium of macula of saccule of membranous labyrinth",75606
13659,"T9-T10 intervertebral syndesmosis",13649
24946,"Index finger",9666
20832,"Peritoneum proper of posterior abdominal wall",19755
64898,"Dento-alveolar joint of left lower first premolar tooth",64892
22039,"Epimysium of left ischiocavernosus",22032
14022,"Collateral branch of tenth intercostal nerve",14010
315733,"Vasculature of periosteum of scaphoid",315719
315737,"Vasculature of periosteum of left scaphoid",315733
315735,"Vasculature of periosteum of right scaphoid",315733
315730,"Vasculature of periosteum of phalanx of toe",315399
315739,"Vasculature of periosteum of lunate",315719
16413,"Cutaneous branch of posterior ramus of left second lumbar nerve",16388
22281,"Semitendinosus part of right inferior gluteal artery",22267
59095,"Inferior surface of palatine process of maxilla",57706
39828,"Proximal part of scaphoid",10483
48882,"Fascia of third dorsal interosseus of foot",85220
69344,"Trunk of second posterior intercostal artery",69340
266571,"Dura mater of posterior rootlet of left seventh cervical nerve",266499
266575,"Dura mater of posterior rootlet of right eighth cervical nerve",266573
266577,"Dura mater of posterior rootlet of left eighth cervical nerve",266573
266579,"Dura mater of anterior rootlet of right first cervical nerve",266425
266573,"Dura mater of posterior rootlet of eighth cervical nerve",266164
13326,"Left cephalic vein",13324
53502,"Right lesser petrosal nerve",53491
20476,"Vaginal fascia",19097
20696,"Trunk of right cremasteric artery",20695
84030,"Set of gray columns of spinal cord",75735
329272,"Surface of groove for inferior petrosal sinus",57117
326811,"Lingual gingival groove",74580
57988,"Molar socket space",57490
44785,"Dorsal digital nerve of left big toe",44783
48585,"Epimysium of anterior cervical intertransversarius",48582
33733,"Distal epiphysis of right fibula",33732
37974,"Articular bony part of right inferior articular process of third lumbar vertebra",37973
25781,"Compact bone of superior articular process of fourth cervical vertebra",25613
257816,"T10 segment of nucleus proprius of spinal cord",257760
257814,"T9 segment of left nucleus proprius of spinal cord",257810
257818,"T10 segment of right nucleus proprius of spinal cord",257816
257812,"T9 segment of right nucleus proprius of spinal cord",257810
257810,"T9 segment of nucleus proprius of spinal cord",257760
43215,"Surface of distal phalanx of left index finger",43213
13723,"Intertransverse ligament of T3-T4 vertebrae",13720
68408,"Paravertebral subramus of medial ramus of left superior segmental bronchus",68406
30235,"Bony part of inferior articular process of tenth thoracic vertebra",30224
302350,"Posterior wall of supracollicular part of prostatic urethra",302344
302352,"Posterior wall of subcollicular part of prostatic urethra",302344
55514,"Region of stroma of thyroid gland",86302
27738,"Synovial cavity of right lateral atlanto-axial joint",27621
277384,"Middle pre-aortic lymph node",16603
21311,"Muscular tributary of right internal pudendal vein",21241
20094,"Duct of lesser vestibular gland",30320
48337,"Muscle fasciculus of right iliocostalis thoracis",48336
327459,"Posteiror wall of inguinal canal",327458
50493,"Prevertebral part of vertebral artery",50492
73942,"Right cuneate fasciculus of spinal cord",73941
61533,"Lateral part of chest",73101
82682,"Trunk of intermediate hepatic vein",77876
60469,"Deep layer of proximal nail fold of right ring finger",60465
60068,"Isthmus of left pharyngotympanic tube",60066
70634,"Cuboidal",70631
27678,"Synovial membrane of articular capsule of right C6-C7 vertebral arch joint",27670
276784,"Jejunal lymph node",12795
17405,"Posterior wall of pyloric canal",17406
35885,"Bony part of distal metaphysis of third metatarsal bone",34620
81344,"Levator scapulae branch of right dorsal scapular nerve",81343
48518,"Muscle fasciculus of left multifidus thoracis",48516
71464,"Set of branches of anterior choroidal artery to tail of caudate nucleus",63812
32528,"Obliquus capitis inferior",32582
87373,"Wall of lobular bronchial tree",87329
57082,"Left parietal tuber",57080
84645,"Wandering histiocyte",83585
15013,"Submucosa of transverse colon",85398
44137,"Synovial cavity of right ankle joint",44136
37461,"Right flexor digitorum brevis",37450
50322,"Anteromedial central branch of precommunicating part of anterior cerebral artery",51886
44686,"Branch of tibial nerve",44678
44398,"Fifth dorsal tarsometatarsal ligament",44270
33151,"Set of left infrahyoid muscles",71298
53307,"Zygomatic branch of facial nerve",53438
45467,"A1 pulley of right middle finger",45462
40819,"Muscle fasciculus of left extensor pollicis brevis",40805
22695,"Deep brachial artery",22693
20517,"Right anterior perirenal fat",20521
85364,"Mucosa of segment of lacrimal duct",85358
77547,"Precommissural septal nucleus",83840
75100,"Intertrochanteric crest",66188
69299,"Trunk of right medial basal segmental bronchial vein",69298
36390,"Compact bone of proximal epiphysis of right second metacarpal bone",36389
31230,"Surface of right inferior articular process proper of fourth lumbar vertebra",31222
17856,"Muscle layer of neck of urinary bladder",17853
84506,"Parenchyma of posterior part of left anterior bronchopulmonary subsegment",84502
61598,"Carotid triangle",329237
80588,"Trunk of labial branch of right mental nerve",80587
49338,"Aponeurosis of left coccygeus",21945
16273,"Superior vertebral notch of second lumbar vertebra",16266
35921,"Periosteum of diaphysis proper of right third metatarsal bone",35920
83283,"Cartilage of distal phalanx of great toe",83277
69684,"Trunk of plantar digital artery of right great toe",69683
35112,"Navicular facet of right cuboid bone",35111
52736,"Sphenoid bone",7478
86567,"Region of posterior papillary muscle of left ventricle",86565
23945,"Distal phalanx of thumb",35477
19641,"Fascia of penis",20767
50208,"Musculature of thigh",50392
11594,"Medial cutaneous branch of medial branch of posterior ramus of right eleventh thoracic nerve",11582
73792,"Left intercalated nucleus of medulla",72597
66856,"Endoplasm",72443
81982,"C6 branch to left semispinalis capitis",81968
23068,"Acromial branch of right thoraco-acromial artery",23065
41480,"Bone of diaphysis of proximal phalanx of right ring finger",41479
21626,"Adventitia of superior minor calyx",21625
80918,"Trunk of branch of cervical branch of left facial nerve to left platysma",80916
48027,"Tendon of left digastric",48025
60886,"Anular ligament of left stapes",60884
77180,"Splenius",32559
10802,"Medial tributary of dorsal tributary of right sixth posterior intercostal vein",12632
53020,"Left zygomaticomaxillary suture",52953
32481,"Articular cartilage of facet of apex of sacrum",28963
60267,"Dorsal layer of nail of left third toe",60259
58694,"Nerve fiber layer of right retina",58688
23556,"Nutrient foramen of radius",9338
235562,"Neural network of heart",74619
235568,"Neural network of atrium",235562
235560,"Subclavian proper lymphatic chain",62865
235564,"Neural network of right atrium",235568
235566,"Neural network of left atrium",235568
9562,"Superior wall of left atrium",49217
9563,"Lateral wall of left ventricle",85471
9561,"Inferior wall of left ventricle",85471
9560,"Anterior wall of left ventricle",85471
9565,"Cavity of outflow part of left ventricle",14151
9566,"Lateral border of right atrium viewed radiologically",7138
9564,"Inflow part of left ventricle",13224
44633,"Left lateral meniscus",44631
22852,"Common palmar digital artery",22845
37865,"Skin of little toe",37852
71116,"Trochlear nerve tract",52609
82763,"Arginine",82739
50565,"Lateral branch of pontine artery",50563
26422,"Periosteum of right lamina of sixth cervical vertebra",26420
264229,"Vasculature of compartment of abdomen proper",259250
25450,"Lateral malleolar part of ankle",25448
44962,"Articular branch of radial nerve",44947
37911,"Bony part of inferior surface of left posterolateral part of body of lumbar vertebra",37909
38665,"Belly of left flexor digitorum profundus",38659
4538,"Collateral branch of left eighth posterior intercostal artery",12406
4536,"Muscular branch of lateral branch of dorsal branch of left eighth posterior intercostal artery",12509
4532,"Articular branch of dorsal branch of left eighth posterior intercostal artery",12486
4530,"Medial branch of dorsal branch of left eighth posterior intercostal artery",12463
4537,"Cutaneous branch of lateral branch of dorsal branch of left eighth posterior intercostal artery",12736
4531,"Postlaminar branch of dorsal branch of left eighth posterior intercostal artery",12474
4535,"Lateral branch of dorsal branch of left eighth posterior intercostal artery",12498
36846,"Bony part of distal epiphysis of left fifth metacarpal bone",36844
54124,"Perimysium of left superior oblique",54122
22133,"Root of right third thoracic nerve",22119
22067,"Right deep perineal space",22061
326377,"CD11B+ lymphocyte",326375
70170,"Trunk of adductor magnus part of right obturator artery",70169
78436,"Surface of right lacrimal gland",59952
32160,"Periosteum of superior articular process of third lumbar vertebra",32155
321607,"Pulp space of thumb",321606
321606,"Pulp space of finger",85180
321601,"Pulp of thumb",321600
321608,"Pulp space of index finger",321606
321603,"Pulp of middle finger",321600
321609,"Pulp space of middle finger",321606
321600,"Pulp of finger",45090
321605,"Pulp of little finger",321600
321604,"Pulp of ring finger",321600
321602,"Pulp of index finger",321600
77246,"Ciliary bundle of palpebral part of orbicularis oculi",14065
35833,"Compact bone of distal epiphysis of right third metatarsal bone",35832
11442,"Ascending branch of meningeal branch of right sixth thoracic nerve",11441
289549,"Interalveolar septum of sockets 14 and 15",59492
28954,"Periosteum of spinous process of fifth thoracic vertebra",26186
289545,"Interalveolar septum of sockets 12 and 13",59492
289547,"Interalveolar septum of sockets 13 and 14",59492
289543,"Interalveolar septum of sockets 11 and 12",59492
289541,"Interalveolar septum of sockets 10 and 11",59492
37439,"Fourth palmar interosseous of hand",37419
68667,"Subsegmental part of apical segmental artery",9311
26930,"Compact bone of superior articular process of twelfth thoracic vertebra",26121
269302,"Skin of segment of urogenital part of female perineum",269298
269306,"Skin of female human body",7163
269300,"Skin of segment of urogenital part of male perineum",269298
269304,"Skin of male human body",7163
269308,"Skin of male anterior chest",10461
60058,"Cartilaginous part of pharyngotympanic tube",60056
69278,"Trunk of left lower lobar bronchial vein",69276
54853,"Temporal surface of left greater wing of sphenoid",53150
76684,"Pharyngo-oesophageal constriction",17041
326266,"Gland of Henle",320425
62635,"Lumen of left posterior basal segmental bronchus",62639
27696,"Synovial membrane of articular capsule of T12-L1 vertebral arch joint",27634
25044,"Left inferior cervical vertebral notch",24705
51079,"Epimysium of left flexor digitorum longus",51076
26173,"Articular cartilage of inferior articular process of thoracic vertebra",12264
261736,"Skeletal muscle tissue of left deltoid",261732
261734,"Skeletal muscle tissue of right deltoid",261732
261730,"Muscle tissue of crista supraventricularis (volume)",14068
261732,"Skeletal muscle tissue of deltoid",14069
261738,"Skeletal muscle tissue of epicranius",284660
12286,"Third posterior intercostal artery",4176
43884,"Left gracilis",43882
47559,"Muscle fasciculus of left hyoglossus",47557
79032,"Trunk of lateral dorsal digital nerve of fourth toe",79031
316730,"Trunk of right fourth posterior thoracic radicular vein",316658
316736,"Trunk of left fifth posterior thoracic radicular vein",316660
