"FMAID","Preferred Label","Parent FMAID"
58989,"Anterior sheet of suspensory ligament of left lens",58977
86843,"Vasculature of posterior body wall",74611
58081,"Anterior chamber of right eyeball",58078
63613,"Zone of ala of ilium",42824
71323,"Set of plantar interossei of foot",50392
15257,"Posterior radicular branch of spinal branch of left second lumbar artery",15255
79962,"Compact bone of right twelfth thoracic vertebra",26703
55095,"Lumen of oropharynx",80022
55792,"Dental pulp of right central lower incisor tooth",55761
229326,"Medullary cavity of phalanx of middle finger",229423
22932,"Right dorsal scapular vein",22931
229328,"Medullary cavity of phalanx of ring finger",229423
229324,"Medullary cavity of phalanx of index finger",229423
229322,"Medullary cavity of phalanx of thumb",229423
16825,"Descending branch of meningeal branch of right first sacral nerve",16820
55971,"Right arcuate eminence",55966
67798,"Myo-epithelium of lactiferous duct",67792
63047,"Longitudinal muscle layer of abdominal part of esophagus",83567
39420,"Epimysium of palmar interosseous of hand",39417
78287,"Trunk of nerve to left iliacus muscle",78285
13111,"Right external jugular vein",13110
44296,"Left interosseous talocalcaneal ligament",44294
49802,"Right lesser palatine artery",49796
56628,"Distobuccal root of right third upper molar tooth",56623
42522,"Bone of proximal epiphysis of phalanx of finger",241372
33245,"Bony part of epiphysis of left humerus",33243
58151,"Meridian of eyeball",58141
296255,"Lateral surface of body of scapula",37019
29625,"Trabecular bone of right superior articular process of seventh thoracic vertebra",29609
296251,"Lateral border of body of right scapula",296249
296257,"Lateral surface of body of right scapula",296255
296253,"Lateral border of body of left scapula",296249
296259,"Lateral surface of body of left scapula",296255
38651,"Skin of lateral part of left middle finger",38649
71749,"Central axillary lymph node group",71740
13826,"Cavity of interchondral joint of right 5th and 6th ribs",13822
27815,"Synovial fluid of C7-T1 vertebral arch joint",27628
278150,"Superior middle pre-aortic lymph node group",301804
278158,"Inferior para-aortic lymph node group",301804
278153,"Inferior middle pre-aortic lymph node group",301804
48952,"Muscle fasciculus of third plantar interosseous of right foot",48951
33435,"Palmar surface of right trapezoid",33427
32621,"Proximal phalanx of little toe",32902
11982,"Left inferior costal facet of body of fourth thoracic vertebra",9254
54694,"Right anterior clinoid process",54693
47090,"Perimysium of right fibularis tertius",47089
45973,"Lateral head of right flexor hallucis brevis",45970
50639,"Precommunicating part of right posterior cerebral artery",50590
68559,"Paravertebral division of medial part of superior segmental bronchial tree",68558
57439,"Mastoid angle of parietal bone",327537
29412,"Compact bone of left lamina of fifth thoracic vertebra",26887
58316,"Surface of cornea",58315
59182,"Maxillary surface of perpendicular plate of palatine bone",59176
76192,"Trunk of uncal artery",75865
43161,"Surface of left second metatarsal bone",43150
328074,"Ossification center of fetal frontal bone",328073
47698,"Fascia of salpingopharyngeus",21792
327313,"Upper pole of seminal vesicle",327312
69432,"Trunk of left lateral inferior genicular artery",69430
54999,"Pharyngeal recess",57479
60272,"Dorsal layer of nail of right little finger",60256
34283,"Compact bone of epiphysis of left radius",34281
45930,"Tendon of biceps femoris",9721
25988,"Periosteum of posterolateral part of body of sixth cervical vertebra",25980
259883,"Vasculature of right inferior nasal concha",259881
259887,"Vasculature of hyoid bone",320754
259889,"Vasculature of organ system subdivision",69050
259881,"Vasculature of inferior nasal concha",320754
259885,"Vasculature of left inferior nasal concha",259881
286207,"Region of surface of lower lip",286203
286200,"Angle of left vermilion commissure",286196
286203,"Region of surface of lip",46485
286205,"Region of surface of upper lip",286203
286209,"Region of surface of upper lip proper",286205
33600,"Medial surface of left talus",33593
43504,"Surface of distal metaphysis of second metatarsal bone",37316
27492,"C4 symphysis segment of posterior longitudinal ligament",25022
20006,"Rugal fold of anterior wall of vagina",19991
61670,"Skeleton of mouth",317741
82517,"Anatomical curvature",29733
34998,"Trabecular bone of coccyx",24019
55219,"Fold of left superior laryngeal nerve",55073
28505,"Surface of left superior articular process of fifth thoracic vertebra",28488
285052,"Right half of inferior border of mandible",284981
285058,"External surface of mandible",59427
285055,"Left half of inferior border of mandible",284981
285050,"Anterior border of left ramus of mandible",285046
81000,"Trunk of parotid branch of left glossopharyngeal nerve",80998
52311,"Interlobar pleura of anterior bronchopulmonary segment",21454
84981,"Lesser supraclavicular fossa",84954
62332,"Ventromedial nucleus of hypothalamus",258762
15620,"Posterior renal segment",15615
25375,"Lateral surface of right index finger",25369
51986,"Left inferior nasal retinal vein",51915
28110,"Fibrous membrane of articular capsule of right lumbar vertebral arch joint",28003
281105,"Vasculature of left ovary",281101
281107,"Vasculature of organ component",74613
281103,"Vasculature of right ovary",281101
281109,"Vasculature of region of pancreas",281113
281101,"Vasculature of ovary",74612
48397,"Muscle fasciculus of right longissimus thoracis",48396
52058,"Superficial lymphatic vessel of hand",52045
17116,"Muscle layer of ascending part of duodenum",17111
63208,"Type ECL enteroendocrine cell",62930
58991,"Posterior sheet of suspensory ligament of left lens",58978
37324,"Skin of left axilla",37322
16815,"Descending branch of meningeal branch of left third lumbar nerve",16807
77070,"Rostral part of cuneate nucleus",77067
32655,"Distal phalanx of left third toe",32629
83885,"Paraflocculus of cerebellum",256150
34325,"Bony part of distal epiphysis of radius",34319
53151,"Infratemporal surface of greater wing of sphenoid",53148
78900,"Trunk of branch of lateral plantar nerve",78839
38052,"Trabecular bone of left inferior articular process of third lumbar vertebra",38050
266723,"Dura mater of anterior root of right fifth lumbar nerve",266393
266727,"Dura mater of anterior root of right first sacral nerve",266395
266729,"Dura mater of anterior root of left first sacral nerve",266395
266721,"Dura mater of anterior root of left fourth lumbar nerve",266391
266725,"Dura mater of anterior root of left fifth lumbar nerve",266393
19910,"Left female breast",19898
51285,"Intermediate compartment of foot",321809
82427,"Branch of seventh intercostal nerve to diaphragm",11678
68846,"Left basal segmental artery",8715
52193,"Rectus femoris branch of femoral nerve",52189
53268,"Parotid plexus of right facial nerve",53267
84280,"Cardiac muscle tissue of right auricle",84279
84775,"Leukocyte precursor",84773
21517,"Subdivision of middle colic artery",70478
12079,"Articular facet of left superior articular process of tenth thoracic vertebra",10055
20807,"Right medial circumflex femoral artery",20799
48362,"Epimysium of left longissimus capitis",48360
78468,"Opening of cerebral aqueduct",3724
27265,"Articular facet of inferior articular process of seventh cervical vertebra",13629
82199,"T4 branch to iliocostalis cervicis",10964
82327,"C6 branch to splenius capitis",82155
73691,"Paleodentate part of right dentate nucleus",72540
34022,"Trabecular bone of proximal metaphysis of left fibula",34020
63143,"Epithelium of skin of external nose",45568
50422,"Medial branch of artery of right tuber cinereum",50418
48932,"Epimysium of second plantar interosseous of left foot",48930
44620,"Medial meniscus",64019
57640,"Inferior border of nasal bone",284979
23235,"Left spinoglenoid notch",23233
232355,"Anterior superior deep cervical lymph node",12770
232351,"Lateral superior deep cervical lymph node",12770
232358,"Lateral inferior deep cervical lymph node",12770
15357,"Muscular branch of ventral branch of left first lumbar artery",15350
39133,"Epimysium of right flexor carpi ulnaris",39132
29209,"Trabecular bone of right lamina of eleventh thoracic vertebra",29187
292091,"Postganglionic segment of posterior root of fourth lumbar spinal nerve",291929
292097,"Postganglionic segment of posterior root of second sacral spinal nerve",291931
292099,"Postganglionic segment of posterior root of third sacral spinal nerve",291931
292093,"Postganglionic segment of posterior root of fifth lumbar spinal nerve",291929
292095,"Postganglionic segment of posterior root of first sacral spinal nerve",291931
81477,"Nerve to right seventh innermost intercostal muscle",81416
83783,"Superior temporal sulcus",75759
45308,"Anterior branch of right obturator nerve",45306
70978,"Striated border",67296
53825,"Muscle fasciculus of incisivus labii superioris",68013
77434,"Tendon of valve of inferior vena cava",16558
35447,"Medial condyle of left tibia",35445
46613,"Oblique part of right cricothyroid",46610
86365,"Spiral membrane of right cochlear duct",77835
22443,"Adductor magnus",22439
224432,"Set of left superficial parotid lymph nodes",71713
224434,"Set of right deep parotid lymph nodes",71714
224430,"Set of right superficial parotid lymph nodes",71713
224436,"Set of left deep parotid lymph nodes",71714
51581,"Periosteum of medial condyle of femur",32767
25422,"Posterior surface of left knee",25420
20990,"Rectal part of left vaginal artery",20988
56607,"Crown of first upper molar tooth",85301
24568,"Compact bone of body of cervical vertebra",24336
57512,"Crown proper of lower first molar tooth",57511
85488,"T8 left anterior wall of left ventricle",85473
86636,"Surface of basal anterior zone of myocardium of left ventricle",86632
19830,"Convoluted seminiferous tubule of right testis",19826
55143,"Right ansa cervicalis",55142
43143,"Surface of right second metacarpal bone",43133
81363,"Nerve to left latissimus dorsi (n)",81357
46841,"Orbicularis oris",327104
33675,"Lateral surface of neck of left talus",33622
87278,"Wall of medial ramus of right superior segmental bronchus",87277
69857,"Trunk of inferior rectal artery",20073
71121,"Atrioventricular canal",321623
60852,"Lateral nail fold of right thumb",60839
61706,"Cartilage of left external ear",61339
281936,"Brodmann area 21 of left temporal lobe",281932
281932,"Brodmann area 21 of temporal lobe",271189
281934,"Brodmann area 21 of right temporal lobe",281932
281939,"Brodmann area 34 of temporal lobe",271271
45490,"A4 pulley of right ring finger",45482
64143,"Cartilage of articular surface of left pubic bone",64141
41908,"Trabecular bone of distal epiphysis of proximal phalanx of thumb",40458
47750,"Perimysium of right posterior crico-arytenoid",47749
29649,"Trabecular bone of inferior articular process of eleventh thoracic vertebra",26145
296491,"Surface of anatomical neck of left humerus",296487
296496,"Anterosuperior zone of glenoid labrum",296493
296493,"Zone of glenoid labrum",55268
296499,"Anterosuperior zone of right glenoid labrum",296496
326939,"Nasal half of retina",326931
10994,"Medial cutaneous branch of medial branch of posterior ramus of third thoracic nerve",65776
20166,"Subserosa of anterior wall of duodenum",85415
58325,"Left lateral arcuate ligament",58283
8108,"Costal groove of left fifth rib",7791
8103,"Articular facet of tubercle of left fifth rib",7786
8102,"Tubercle of left fifth rib",7785
8100,"Crest of neck of left fifth rib",7783
8105,"Angle of left fifth rib",7788
8101,"Body of left fifth rib",7784
8107,"Internal surface of left fifth rib",7790
8109,"Superior margin of left fifth rib",7792
8104,"Non-articular part of tubercle of left fifth rib",7787
8106,"External surface of left fifth rib",7789
77855,"Set of tactile elevations",78561
47243,"Muscle fasciculus of abductor digiti minimi of right foot",47242
22596,"Set of splenius muscles",32596
13514,"Nucleus pulposus of intervertebral disk of seventh thoracic vertebra",10456
